"RESTNUM","RESTMAINIMG","RESTIMG","RESTNAME","RESTMENU","RESTPRICE","RESTKEYWORD","RESTTIME1","RESTTIME2","RESTADRESS","RESTTEL","RESTTAG","RESTSTARSUM","RESTTASTESUM","RESTPRICESUM","RESTSERVICESUM","RESTLIKE"
474,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210321054003_photo1_6f3d5587c93f.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210321054003_photo1_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321054003_photo2_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321054003_photo3_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321054005_menu1_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321054005_menu2_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321054005_menu3_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210227121310_photo2_fc2419b171f1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301110012_photo0_cfOWY6bQikNM.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210301110012_photo0_cfOWY6bQikNM.jpg,","대중만두","고기 군만두/경장육슬/새우부추군만두/고기물만두/홍합만두국/마파두부덮밥/볶음밥/짜장면/짬뽕밥/우육면/옥수수온면/가지만두/연근만두/꿔보우로우/크림새우/어향육슬/바지락찜/마파두부/탕수어/매운오징어/건두부볶음/","7,000원/18,000원/7,000원/7,000원/7,000원/7,000원/6,000원/5,000원/7,000원/8,000원/6,000원/15,000원/15,000원/15,000원/18,000원/15,000원/15,000원/12,000원/15,000원/15,000원/15,000원/","지역주민이찾는, 점심식사, 저녁식사, 주차, 배달","월,수,목,금,토/일","정오 12시 - 오후 10시","서울특별시 강북구 미아동 54-53","02-988-8895","술모임",0,0,0,0,0
475,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210321010150_photo2_6f3d5587c93f.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210321010150_photo2_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321010150_photo1_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321010150_photo3_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321010150_photo4_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321010152_menu1_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210321010152_menu2_6f3d5587c93f.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128054239173_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128054240152_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210128054240152_photo_2aa5f510c940.jpg,","키쉬미뇽 미아점","치즈타르트/캐러멜 푸딩/갸토쇼콜라/라즈베리 푸딩/마차 앙글레즈/딸기 네오/키쉬 로렌/햄 치즈/시금치 치즈그라탱/라자냐/콰트로치즈/어니언 그라탱/새우 리조또/얼그레이 아보카도/에스프레소/아메리카노/카페라떼/바닐라라떼/카푸치노/얼그레이피치 아이스티/밀크티/허브티/생과일 스파클링 에이드/100%생과일주스/샌드위치(파스트라미,크리미, 아보카도치킨,다마고)/","2,800원/2,800원/3,200원/3,500원/3,800원/3,800원/3,500원/3,000원/3,000원/3,000원/3,000원/3,000원/3,800원/3,500원/4,500원/4,500원/5,000원/5,500원/5,000원/4,500원/6,000원/6,000원/6,000원/6,000원/5,500원/","예쁜, 점심식사, 저녁식사, 야외좌석(테라스)","매일","오전 10시 - 오후 11시","서울특별시 강북구 미아동 55-14","02-987-5553","데이트",0,0,0,0,0
476,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210125172908_photo0_Rh51jN0G5yBV.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210125172908_photo0_Rh51jN0G5yBV.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210125172913_photo1_Rh51jN0G5yBV.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200709031643_photo1_577e7ed4211d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200709031643_photo2_577e7ed4211d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200303010346_photo1_9c8953ef080a.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200303010346_photo2_9c8953ef080a.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/59019/58590/59019_58590_83_2_720_2014417151323_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52241/52769/52241_52769_77_0_8103_201441620955953_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/52241/52769/52241_52769_77_0_8103_201441620955953_200x200.jpg,","얌미타이","팟타이/볶음밥/뿌님팟퐁커리/똠양꿍/쏨땀타이/카놈찝/까이팟멧마무엉/얌운센/타이 아이스티/카우니아우마무엉/영코코넛/","12,000원/12,000원/17,000원/15,000원/13,000원/10,000원/17,000원/16,000원/5,000원/17,000원/7,000원/","이국적/이색적, 점심식사, 저녁식사, 주차","매일","오전 11시 - 오후 11시","서울특별시 강북구 미아동 75-89","02-790-0371","가족외식",0,0,0,0,0
477,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210310111809_photo1_3e8715d069cf.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210310111809_photo1_3e8715d069cf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310111809_photo2_3e8715d069cf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210310111810_menu1_3e8715d069cf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221085451385_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221085451691_photo_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221085457799_menu_7e931ac0bfcf.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221044316_photo1_fc2419b171f1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221044316_photo2_fc2419b171f1.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210221044316_photo2_fc2419b171f1.jpg,","노랑통닭","알싸한 마늘치킨 레귤러/알싸한 마늘치킨 사이즈업/엄청 큰 후라이드 치킨/엄청 큰 깐풍치킨/순살 3종 세트/엄청 큰 양념치킨/엄청 큰 반반치킨 (후라이드 + 양념)/엄청 큰 반반치킨 (후라이드 + 깐풍)/엄청 큰 반반치킨 (양념 + 깐풍)/웰빙 파닭 (후라이드 + 양념)/웰빙 파닭 (후라이드 + 깐풍)/웰빙 파닭 (양념 + 깐풍)/똥집 감자 튀김/깐풍 똥집/눈꽃 치즈 떡볶이/노랑 봉투 감자/부산 어묵탕/김말이/노랑치즈볼 매콤한맛/노랑치즈볼 오리지널맛/소떡소떡/찹쌀볼도그/크런치새우/맵싸한 고추치킨/간장 THE한 치킨/고추장 THE한 치킨/","15,000원/19,000원/17,000원/18,000원/19,000원/18,000원/18,000원/18,000원/19,000원/19,000원/19,000원/20,000원/12,000원/13,000원/7,000원/7,000원/12,000원/3,000원/4,000원/4,000원/3,000원/4,000원/5,000원/19,000원/20,000원/20,000원/","가성비좋은, 저녁식사, 배달","매일","정오 12시 30분 - 오전 1시","서울특별시 강북구 미아동 55-38","02-989-8882","술모임",0,0,0,0,0
478,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210829084916812_photo_f6dc1796f9a2.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210829084916812_photo_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210829084246780_photo_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210829084247212_photo_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210706104221_photo1_3a7e443b093e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210706104221_photo2_3a7e443b093e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208110019006_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208110019606_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208110020098_photo_c10fa390751e.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210208110020098_photo_c10fa390751e.jpg,","원조할매곱창","열날개/열닭발/뼈없는 닭발/닭똥집(1접시)/순살불닭(1접시)/오돌뼈(1접시)/닭도리탕 중/닭도리탕 대/","8,000원/8,000원/15,000원/14,000원/16,000원/14,000원/18,000원/28,000원/","서민적인, 저녁식사","매일","오후 1시 - 오전 6시","서울특별시 강북구 미아동 55-46","02-989-0878","술모임",0,0,0,0,0
479,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200831065325519_photo_.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200831065325519_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200831065325801_photo_.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200901160159_photo2_3wOG9KSwpSjx.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200831065827180_menu_b4db0c4f8cc2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200717082646211_photo_322a34c010ca.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200726223014_photo1_3wOG9KSwpSjx.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200726223018_photo2_3wOG9KSwpSjx.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56029/51257/56029_51257_77_0_90_201561123115146_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/56029/51257/56029_51257_77_0_90_201561123115146_200x200.jpg,","신라의닭발","신라의 닭발/뼈없는 닭발/반반 닭발/닭똥집마늘볶음/불닭 오돌뼈/닭볶음탕/세트메뉴(닭발+계란찜+주먹밥)/세트메뉴(닭발+오돌뼈 or 닭똥집+계란찜+주먹밥)/주먹밥/계란찜/","17,000원/19,000원/19,000원/16,000원/16,000원/21,000원///3,000원/6,000원/","서민적인, 저녁식사, 애완동물동반, 무료주차, 배달","매일","오후 4시 - 오전 3시 (연중무휴)","서울특별시 강북구 미아동 35-20","02-946-0711","야식",0,0,0,0,0
480,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210707040140_photo1_2be0efcb435d.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210707040140_photo1_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707040140_photo3_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707040140_photo2_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707040140_photo4_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707040141_menu1_2be0efcb435d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619120654_photo1_OQsttOHxMH8D.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200619120654_photo2_OQsttOHxMH8D.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57078/52278/57078_52278_81_0_7042_20161116522622_200x200.jpg,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/57078/52278/57078_52278_81_0_7042_20161116522622_200x200.jpg,","수봉냉면","냉면/돈가스/만두/쌀국수/","6,000원/7,000원/5,000원/7,000원/","가성비좋은, 점심식사","매일","오전 10시 30분 - 오후 9시 (설날,추석휴무)","서울특별시 강북구 송천동 60-15","02-988-1105","혼밥",0,0,0,0,0
481,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210215083311099_photo_2aa5f510c940.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210215083311099_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083305729_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083306735_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083307642_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083308554_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083309398_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083310205_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083312035_photo_2aa5f510c940.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210215083312035_photo_2aa5f510c940.jpg,","하나샤브샤브","샤브샤브(점심)/등심 샤브샤브(점심)/세이로무시(점심)/등심 세이로무시(점심)/샤브샤브(저녁)/등심 샤브샤브(저녁)/세이로무시(저녁)/등심 세이로무시(저녁)/샤브샤브 세트(점심)/등심 샤브샤브 세트(점심)/세이로무시 세트(점심)/등심 세이로무시 세트(점심)/샤브샤브 세트(저녁)/등심 샤브샤브 세트(저녁)/세이로무시 세트(저녁)/등심 세이로무시 세트(저녁)/프리미엄 샤브샤브 세트(점심)/프리미엄 등심 샤브샤브 세트(점심)/프리미엄 세이로무시 세트(점심)/프리미엄 등심 세이로무시 세트(점심)/프리미엄 샤브샤브 세트(저녁)/프리미엄 등심 샤브샤브 세트(저녁)/프리미엄 세이로무시 세트(저녁)/프리미엄 등심 세이로무시 세트(저녁)/","18,000원/21,000원/18,000원/21,000원/24,000원/27,000원/24,000원/27,000원/22,000원/25,000원/22,000원/25,000원/28,000원/31,000원/28,000원/31,000원/27,000원/30,000원/27,000원/30,000원/32,000원/35,000원/32,000원/35,000원/","깔끔한, 점심식사, 저녁식사, 무료주차","매일","오전 11시 - 오후 10시","서울특별시 노원구 중계동 506 브라운스톤상가","02-972-2656","가족외식",0,0,0,0,0
482,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210809153907_photo0_jFLwlWB1YT4j.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210809153907_photo0_jFLwlWB1YT4j.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210809153907_photo1_jFLwlWB1YT4j.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210807095539_photo1_fT1xJY1jBS0l.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210807095539_photo4_fT1xJY1jBS0l.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210807095539_photo5_fT1xJY1jBS0l.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210807095540_menu1_fT1xJY1jBS0l.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210726154156_photo0_jFLwlWB1YT4j.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210725030123_photo2_toYdocK1nsc8.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210725030123_photo2_toYdocK1nsc8.jpg,","제형면옥","평양물냉면/비빔냉면/평양손만두/엣날불고기/옛날갈비탕/빈대떡/수육/제육/평양손만두국/평양손만두전골 (소)/어복쟁반 중/회냉면/온면/홍어무침/수육반접시/제육반접시/","11,000원/11,000원/10,000원/15,000원/13,000원/9,000원/37,000원/27,000원/10,000원/27,000원/65,000원/13,000원/12,000원/10,000원/20,000원/15,000원/","캐주얼한, 점심식사, 저녁식사, 무료주차","매일","오전 10시 - 오후 10시","서울특별시 노원구 하계동 115-5","02-978-8088","가족외식",0,0,0,0,0
483,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210707073014_photo1_82cf35a97179.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210707073014_photo1_82cf35a97179.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707073014_photo2_82cf35a97179.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210707073015_menu1_82cf35a97179.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210701125036_photo2_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210701125036_photo1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210701125038_menu1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210104011752_photo1_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210104011752_photo2_d0aae9ecf5e6.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210104011752_photo2_d0aae9ecf5e6.jpg,","신의주찹쌀순대 중계브라운스톤점","순대국/신의주정식/모듬순대/소주/볶음밥/","8,000원/11,000원/7,000원/4,000원/2,000원/","서민적인, 24시간영업, 아침식사, 점심식사, 저녁식사, 무료주차","매일","24시간 영업","서울특별시 노원구 중계동 506","02-976-8749","혼밥",0,0,0,0,0
484,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200519010230_photo1_62a6a6f89ec3.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20200519010230_photo1_62a6a6f89ec3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200519010230_photo3_62a6a6f89ec3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200519010230_photo2_62a6a6f89ec3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200519010235_menu1_62a6a6f89ec3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200519010235_menu2_62a6a6f89ec3.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191231123539_photo1_TPBrgIlgzJW9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191231123539_photo2_TPBrgIlgzJW9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191231123543_menu1_TPBrgIlgzJW9.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191231123543_menu1_TPBrgIlgzJW9.jpg,","버거톤","클래식치즈버거/치즈나쵸버거/오리지널TON버거/스모크레드칠리버거/갈릭크림베이컨버거/그릴드머쉬룸버거/올댓치즈버거/더블버거/치즈나쵸칩/칠리치즈프라이/치킨플레이트/","7,000원/7,500원/7,500원/8,000원/8,000원/8,500원/9,000원/10,000원/8,000원/10,000원/10,500원/","이국적/이색적, 점심식사, 저녁식사, 야외좌석(테라스), 무료주차, 배달","매일","오전 11시 - 오후 8시 (연중무휴)","서울특별시 노원구 중계동 506-1","02-975-2600","데이트",0,0,0,0,0
485,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210314031949_photo1_bb003c580b4d.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20210314031949_photo1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314031949_photo2_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210314031951_menu1_bb003c580b4d.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054146985_photo_af1a6a625f78.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054144679_photo_af1a6a625f78.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054145186_photo_af1a6a625f78.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054145663_photo_af1a6a625f78.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054146078_photo_af1a6a625f78.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20210202054146078_photo_af1a6a625f78.jpg,","춘천왕닭갈비","닭갈비 / 매운닭갈비/물 / 비빔 막국수/볶음밥/어린이주먹밥/쌀떡사리/","11,000원/6,000원/2,000원/3,000원/2,000원/","서민적인, 무료주차","닭갈비 / 매운닭갈비","11,000원","서울특별시 노원구 중계동 506","02-975-4481","술모임",0,0,0,0,0
486,"https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201105045025_photo1_c97eb69f6be8.jpg","https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/20201105045025_photo1_c97eb69f6be8.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201105045025_photo2_c97eb69f6be8.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20201105045030_menu1_c97eb69f6be8.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200830143048_photo1_73c904dea5b7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200830143048_photo4_73c904dea5b7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200830143048_photo3_73c904dea5b7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20200830143048_photo2_73c904dea5b7.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191201110006_photo03_f6dc1796f9a2.jpg,https://s3-ap-northeast-1.amazonaws.com/dcreviewsresized/300_300_20191201110006_photo03_f6dc1796f9a2.jpg,","마인츠돔 중계점","롤롤 베이컨/고르곤졸라 어니언 브레드/바삭바삭 누룽지/","2,800원/4,500원/1,000원/","캐주얼한, 아침식사, 점심식사, 저녁식사","월-금","오전 8시 - 오전 11시","서울특별시 노원구 중계동 506-1","02-972-8260","데이트",0,0,0,0,0
